ngay_cong_bo,to_chuc_phat_hanh,linh_vuc,loai_hinh,trang_thai_xep_hang,loai_y_kien,ky_han,ket_qua_xep_hang,trien_vong,ma_trai_phieu,bao_cao_vi,bao_cao_en,link_to_chuc_phat_hanh,issuer_id,to_chuc_xhtn,thoi_gian_scrape,ngay_cong_bo_dt
01/06/2026,Công ty Cổ phần Chứng khoán VPBank,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-vpbank.23.html,23,VIS Rating,2026-09-08 15:15:10,2026-06-01
25/05/2026,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-pvtrans-pacific-25052026.146.html,https://visrating.com/rating-results/report/rating-announcement-pvtrans-pacific-25052026.146.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-van-tai-dau-khi-thai-binh-duong.43.html,43,VIS Rating,2026-09-08 15:15:10,2026-05-25
22/05/2026,Ngân hàng TMCP Tiên Phong,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,AA-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202605_tpb_rating_announcement_vn.137.html,https://visrating.com/rating-results/report/202605_tpb_rating_announcement_en.137.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-tien-phong.4.html,4,VIS Rating,2026-09-08 15:15:10,2026-05-22
21/05/2026,Ngân hàng TMCP Tiên Phong,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,AA-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-tien-phong.4.html,4,VIS Rating,2026-09-08 15:15:10,2026-05-21
15/05/2026,Ngân hàng TMCP Phương Đông,,Định chế tài chính,Kết thúc,Doanh nghiệp,Dài hạn,WR,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-ocb-15052026.138.html,https://visrating.com/rating-results/report/rating-announcement-ocb-15052026.138.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-phuong-dong.3.html,3,VIS Rating,2026-09-08 15:15:10,2026-05-15
15/05/2026,Công ty Cổ phần FECON,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202605_FECON_rating_annoucement_vn.118.html,https://visrating.com/rating-results/report/202605_FECON_rating_annoucement_en.118.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-fecon.45.html,45,VIS Rating,2026-09-08 15:15:10,2026-05-15
14/05/2026,Công ty Cổ phần Chứng khoán VNDIRECT,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202605_VND_rating_announcement_vn.80.html,https://visrating.com/rating-results/report/202605_VND_rating_announcement_en.80.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-vndirect.13.html,13,VIS Rating,2026-09-08 15:15:10,2026-05-14
13/05/2026,Công ty Cổ phần FECON,,Doanh nghiệp,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,BBB-,Ổn định,FCN12601,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202605_FECON_bond_rating_announcement_vn.135.html,https://visrating.com/rating-results/report/202605_FECON_bond_rating_announcement_en.135.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-fecon.45.html,45,VIS Rating,2026-09-08 15:15:10,2026-05-13
13/05/2026,Công ty Cổ phần Chứng khoán MB,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,A+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20260513_mbs_rating_announcement_vn-pdf.82.html,https://visrating.com/rating-results/report/20260513_mbs_rating_announcement_vn-pdf.82.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-mb.15.html,15,VIS Rating,2026-09-08 15:15:10,2026-05-13
12/05/2026,Công ty Cổ phần Chứng khoán UP,,Định chế tài chính,Kết thúc,Doanh nghiệp,Dài hạn,WR,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202605_ups_rating_announcement_vn.84.html,https://visrating.com/rating-results/report/202605_ups_rating_announcement_en.84.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-up.14.html,14,VIS Rating,2026-09-08 15:15:10,2026-05-12
08/05/2026,Ngân hàng TMCP Lộc Phát Việt Nam,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,A+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202605_lpb_rating_announcement_vn-pdf.48.html,https://visrating.com/rating-results/report/202605_lpb_rating_announcement_en-pdf.48.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-loc-phat-viet-nam.2.html,2,VIS Rating,2026-09-08 15:15:10,2026-05-08
24/04/2026,Công ty Cổ phần Tập đoàn Gelex,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A,Tích cực,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-gelex.7.html,7,VIS Rating,2026-09-08 15:15:10,2026-04-24
22/04/2026,Ngân hàng TMCP Việt Á,,Định chế tài chính,Kết thúc,Doanh nghiệp,Dài hạn,WR,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202604_vab_withdrawal_rating_announcement_vn.113.html,https://visrating.com/rating-results/report/202604_vab_withdrawal_rating_announcement_vn.113.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 15:15:10,2026-04-22
22/04/2026,Ngân hàng TMCP Việt Á,,Định chế tài chính,Kết thúc,Công cụ nợ,Dài hạn,WR,,VABCLH2330001,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202604_vab_withdrawal_rating_announcement_vn.112.html,https://visrating.com/rating-results/report/202604_vab_withdrawal_rating_announcement_en.112.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 15:15:10,2026-04-22
22/04/2026,Ngân hàng TMCP Việt Á,,Định chế tài chính,Kết thúc,Công cụ nợ,Dài hạn,WR,,VABCLH2431001,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202604_vab_withdrawal_rating_announcement_vn.111.html,https://visrating.com/rating-results/report/202604_vab_withdrawal_rating_announcement_en.111.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 15:15:10,2026-04-22
21/04/2026,Công ty Cổ phần Tasco Auto,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tasco-auto.28.html,28,VIS Rating,2026-09-08 15:15:10,2026-04-21
21/04/2026,Ngân hàng TMCP An Bình,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-an-binh.6.html,6,VIS Rating,2026-09-08 15:15:10,2026-04-21
16/04/2026,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,AA+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-pvoil-16042026-SDq.119.html,https://visrating.com/rating-results/report/rating-announcement-pvoil-16042026-yDJ.119.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tong-cong-ty-dau-viet-nam-cong-ty-co-phan.38.html,38,VIS Rating,2026-09-08 15:15:10,2026-04-16
10/04/2026,Công ty Cổ phần Dịch vụ Cáp treo Bà Nà,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-cap-treo-ba-na.24.html,24,VIS Rating,2026-09-08 15:15:10,2026-04-10
08/04/2026,Công ty Cổ phần Chứng khoán Tiên Phong,,Định chế tài chính,Nâng bậc,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/tps-bao-cao-ket-qua-xep-hang-tin-nhiem-20260408.114.html,https://visrating.com/rating-results/report/tps-rating-announcement-20260408.114.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tien-phong-securities-corporation.21.html,21,VIS Rating,2026-09-08 15:15:10,2026-04-08
03/04/2026,Tổng công ty cổ phần Bảo hiểm Ngân hàng TMCP Công Thương Việt Nam,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tong-cong-ty-co-phan-bao-hiem-ngan-hang-tmcp-cong-thuong-viet-nam.22.html,22,VIS Rating,2026-09-08 15:15:10,2026-04-03
02/04/2026,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-sai-gon-ha-noi.25.html,25,VIS Rating,2026-09-08 15:15:10,2026-04-02
26/03/2026,Công ty Cổ phần Tập đoàn Phượng Hoàng Xanh A&A,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-phuong-hoang-xanh-aanda.5.html,5,VIS Rating,2026-09-08 15:15:10,2026-03-26
13/03/2026,Công ty Cổ phần Chứng khoán LPS,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202603-lpbs-bao-cao-xhtn-pdf.109.html,https://visrating.com/rating-results/report/202603-lpbs-rating-announcement-pdf.109.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-lps.42.html,42,VIS Rating,2026-09-08 15:15:10,2026-03-13
30/01/2026,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamex-ctcp.19.html,19,VIS Rating,2026-09-08 15:15:10,2026-01-30
07/01/2026,Ngân hàng TMCP Việt Á,,Định chế tài chính,Kết thúc,Công cụ nợ,Dài hạn,WR,,VABLH2431002,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-vab-tp-ket-thuc-xh-07012026-pdf.107.html,https://visrating.com/rating-results/report/visrating-vab-bond-withdrawal-07012026-pdf.107.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 15:15:10,2026-01-07
06/01/2026,Công ty Cổ phần Tập đoàn Gelex,,Doanh nghiệp,Thay đổi triển vọng,Doanh nghiệp,Dài hạn,A,Tích cực,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20260106_gex_rating-announcement_vn-pdf.131.html,https://visrating.com/rating-results/report/20260106_gex_rating-announcement_en-pdf.131.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-gelex.7.html,7,VIS Rating,2026-09-08 15:15:10,2026-01-06
31/12/2025,Công ty Cổ phần Chứng khoán AIS,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-ais.18.html,18,VIS Rating,2026-09-08 15:15:10,2025-12-31
24/12/2025,Công ty Cổ phần Nước Aqua One,,Doanh nghiệp,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,BBB+,Ổn định,AQ112501,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20251224_aquaone_bond_rating_announcement_vn.143.html,https://visrating.com/rating-results/report/20251224_aquaone_bond_rating_announcement_en.143.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-nuoc-aqua-one.33.html,33,VIS Rating,2026-09-08 15:15:10,2025-12-24
24/12/2025,Công ty Cổ phần Tập đoàn Trường Hải,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20251224_thaco_rating_announcement_vn-pdf.100.html,https://visrating.com/rating-results/report/20251224_thaco_rating_announcement_en-pdf.100.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-truong-hai.41.html,41,VIS Rating,2026-09-08 15:15:10,2025-12-24
24/12/2025,Công ty Cổ phần Nước Aqua One,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20251224_aquaone_rating_announcement_vn-pdf.98.html,https://visrating.com/rating-results/report/20251224_aquaone_rating_announcement_en-pdf.98.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-nuoc-aqua-one.33.html,33,VIS Rating,2026-09-08 15:15:10,2025-12-24
23/12/2025,Công ty Cổ phần VinaLiving Holdings,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/2025_vinaliving_rating_announcement_vn-pdf.97.html,https://visrating.com/rating-results/report/2025_vinaliving_rating_announcement_en-pdf.97.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-vinaliving-holdings.40.html,40,VIS Rating,2026-09-08 15:15:10,2025-12-23
17/12/2025,Công ty Cổ phần Chứng khoán BIDV,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202512-bsi-bao-cao-xhtn-pdf.93.html,https://visrating.com/rating-results/report/202512-bsi-rating-announcement-pdf.93.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-bidv.39.html,39,VIS Rating,2026-09-08 15:15:10,2025-12-17
16/12/2025,Công ty Cổ phần Chứng khoán Thiên Việt,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-tvs-bao-cao-kqxhtn-16122025vn-pdf.92.html,https://visrating.com/rating-results/report/visrating-tvs-rating-announcement-16122025en-pdf.92.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-cp-phan-chung-khoan-thien-viet.36.html,36,VIS Rating,2026-09-08 15:15:10,2025-12-16
12/12/2025,Ngân hàng TMCP Việt Á,,Định chế tài chính,Giám sát theo dõi,Công cụ nợ,Dài hạn,BBB+,Ổn định,VABLH2431002,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 15:15:10,2025-12-12
12/12/2025,Ngân hàng TMCP Việt Á,,Định chế tài chính,Giám sát theo dõi,Công cụ nợ,Dài hạn,BBB+,Ổn định,VABCLH2330001,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 15:15:10,2025-12-12
12/12/2025,Công ty Tài chính tín dụng tiêu dùng TNHH MB Shinsei,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tai-chinh-tin-dung-tieu-dung-tnhh-mb-shinsei.17.html,17,VIS Rating,2026-09-08 15:15:10,2025-12-12
12/12/2025,Ngân hàng TMCP Việt Á,,Định chế tài chính,Giám sát theo dõi,Công cụ nợ,Dài hạn,BBB+,Ổn định,VABCLH2431001,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 15:15:10,2025-12-12
09/12/2025,Công ty Cổ phần Tasco,,Doanh nghiệp,Cập nhật,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202512_hut_rating_announcement_vn-pdf.91.html,https://visrating.com/rating-results/report/202512_hut_rating_announcement_en-pdf.91.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tasco.8.html,8,VIS Rating,2026-09-08 15:15:10,2025-12-09
05/12/2025,Công ty Cổ phần Tasco,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tasco.8.html,8,VIS Rating,2026-09-08 15:15:10,2025-12-05
05/12/2025,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/2025_sgr_rating_announcement_vn-pdf.89.html,https://visrating.com/rating-results/report/2025_sgr_rating_announcement_en-pdf.89.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tong-cong-ty-co-phan-dia-oc-sai-gon.35.html,35,VIS Rating,2026-09-08 15:15:10,2025-12-05
01/12/2025,Công ty Cổ phần Chứng khoán VPBank,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202511-rating-announcement-vpbanks-vn-pdf.88.html,https://visrating.com/rating-results/report/202511-rating-announcement-vpbanks-en-pdf.88.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-vpbank.23.html,23,VIS Rating,2026-09-08 15:15:10,2025-12-01
21/11/2025,Ngân hàng TMCP Tiên Phong,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,AA-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-tien-phong.4.html,4,VIS Rating,2026-09-08 15:15:10,2025-11-21
14/11/2025,Công ty Cổ phần Chứng khoán VNDIRECT,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-vndirect.13.html,13,VIS Rating,2026-09-08 15:15:10,2025-11-14
14/11/2025,Công ty Cổ phần Chứng khoán UP,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-up.14.html,14,VIS Rating,2026-09-08 15:15:10,2025-11-14
14/11/2025,Công ty Cổ phần Chứng khoán MB,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-mb.15.html,15,VIS Rating,2026-09-08 15:15:10,2025-11-14
14/11/2025,Ngân hàng TMCP Phương Đông,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-phuong-dong.3.html,3,VIS Rating,2026-09-08 15:15:10,2025-11-14
08/11/2025,Ngân hàng TMCP Lộc Phát Việt Nam,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-loc-phat-viet-nam.2.html,2,VIS Rating,2026-09-08 15:15:10,2025-11-08
24/10/2025,Công ty Cổ phần Tập đoàn Gelex,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-gelex.7.html,7,VIS Rating,2026-09-08 15:15:10,2025-10-24
22/10/2025,Ngân hàng TMCP An Bình,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20251022_abb_rating_announcement_vn-pdf.78.html,https://visrating.com/rating-results/report/20251022_abb_rating_announcement_en-pdf.78.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-an-binh.6.html,6,VIS Rating,2026-09-08 15:15:10,2025-10-22
22/10/2025,Ngân hàng TMCP Việt Á,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 15:15:10,2025-10-22
21/10/2025,Công ty Cổ phần Tasco Auto,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/251020_tasco-auto_rating_announcement_vn-pdf.76.html,https://visrating.com/rating-results/report/202510_tasco-auto_rating_announcement_en-pdf.76.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tasco-auto.28.html,28,VIS Rating,2026-09-08 15:15:10,2025-10-21
03/10/2025,Tổng công ty cổ phần Bảo hiểm Ngân hàng TMCP Công Thương Việt Nam,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating_vbi_bao_cao_ket_qua_xhtn_03102025-pdf.66.html,https://visrating.com/rating-results/report/visrating_vbi_rating_announcement_03102025-pdf.66.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tong-cong-ty-co-phan-bao-hiem-ngan-hang-tmcp-cong-thuong-viet-nam.22.html,22,VIS Rating,2026-09-08 15:15:10,2025-10-03
02/10/2025,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20251002-shs-bao-cao-xhtn-pdf.65.html,https://visrating.com/rating-results/report/20251002-shs-rating-announcement-en-pdf.65.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-sai-gon-ha-noi.25.html,25,VIS Rating,2026-09-08 15:15:10,2025-10-02
